Year,Month,Day,Hour,Minute,Occupancy
2018,1,14,15,57,Empty
2018,1,14,16,48,Occupied
2018,1,14,16,54,Empty
2018,1,14,16,59,Occupied
2018,1,14,17,5,Empty
2018,1,14,17,24,Empty
2018,1,19,11,53,Occupied
2018,1,19,12,5,Empty
2018,1,19,14,5,Empty
2018,1,19,14,23,Empty
2018,1,20,11,23,Empty
2018,1,20,13,51,Occupied
2018,1,7,12,47,Empty
2018,1,7,13,23,Empty
2018,1,7,13,35,Empty
2018,1,7,14,6,Empty
2018,1,7,14,18,Empty
2018,1,7,16,49,Empty
2018,1,7,18,31,Empty
2018,1,29,8,32,Empty
2018,1,29,8,39,Empty
2018,1,29,10,18,Empty
2018,1,14,20,23,Empty
2018,1,14,20,44,Occupied
2018,1,14,22,30,Empty
2018,1,29,14,41,Empty
2018,1,29,15,5,Empty
2018,1,23,14,51,Occupied
2018,1,23,15,12,Occupied
2018,1,23,15,18,Empty
2018,1,23,15,23,Occupied
2018,1,23,15,52,Empty
2018,1,23,16,14,Occupied
2018,1,23,17,10,Empty
2018,1,23,17,36,Occupied
2018,2,10,10,41,Occupied
2018,2,10,11,17,Empty
2018,2,10,11,29,Empty
2018,2,10,3,57,Empty
2018,2,10,5,7,Empty
2018,2,10,6,46,Empty
2018,2,12,20,5,Empty
2018,2,12,20,10,Occupied
2018,2,12,20,16,Empty
2018,2,12,20,54,Occupied
2018,2,12,21,17,Occupied
2018,2,12,21,23,Empty
2018,2,12,21,41,Empty
2018,1,7,14,54,Empty
2018,1,7,15,12,Empty
2018,1,7,15,54,Empty
2018,1,7,16,25,Empty
2018,1,7,17,37,Occupied
2018,1,7,20,39,Empty
2018,1,30,15,31,Empty
2018,1,30,17,13,Empty
2018,2,9,6,26,Empty
2018,2,9,7,14,Empty
2018,2,9,7,38,Empty
2018,2,9,8,9,Empty
2018,2,10,8,31,Empty
2018,2,10,10,2,Empty
2018,2,10,10,35,Occupied
2018,2,10,20,59,Occupied
2018,2,10,21,25,Occupied
2018,2,10,21,59,Empty
2018,2,10,22,25,Occupied
2018,1,14,1,7,Empty
2018,1,14,1,56,Empty
2018,1,14,2,27,Empty
2018,2,9,19,43,Empty
2018,2,9,20,13,Occupied
2018,2,9,21,4,Occupied
2018,2,9,22,13,Occupied
2018,2,9,23,0,Occupied
2018,2,11,5,23,Empty
2018,2,17,2,33,Empty
2018,2,17,3,31,Occupied
2018,1,15,11,2,Empty
2018,1,30,5,1,Empty
2018,1,30,5,29,Empty
2018,1,30,6,12,Empty
2018,1,30,6,41,Empty
2018,1,29,18,46,Occupied
2018,1,29,19,42,Occupied
2018,1,29,20,51,Occupied
2018,1,13,21,49,Empty
2018,1,13,22,19,Empty
2018,1,8,7,57,Empty
2018,1,7,17,1,Empty
2018,1,7,19,14,Empty
2018,1,7,22,21,Empty
2018,2,9,4,14,Empty
2018,2,9,5,27,Empty
2018,2,9,5,48,Empty
2018,2,9,6,9,Empty
2018,1,15,16,38,Empty
2018,1,15,18,46,Occupied
2018,1,29,1,32,Empty
2018,1,29,2,0,Empty
2018,2,13,13,38,Empty
2018,2,13,13,56,Empty
2018,1,23,16,54,Occupied
2018,1,23,17,48,Empty
2018,1,23,18,10,Occupied
2018,1,23,18,26,Occupied
2018,1,23,18,32,Occupied
2018,1,23,18,37,Occupied
2018,1,12,10,18,Empty
2018,1,19,22,15,Empty
2018,2,7,10,37,Empty
2018,2,7,11,6,Occupied
2018,1,28,5,24,Empty
2018,1,28,7,30,Empty
2018,1,28,8,25,Empty
2018,1,28,9,19,Empty
2018,2,10,19,0,Occupied
2018,2,10,20,25,Occupied
2018,2,10,21,36,Empty
2018,2,10,22,19,Occupied
2018,2,10,22,37,Empty
2018,1,28,13,58,Empty
2018,1,28,14,52,Occupied
2018,1,28,16,43,Occupied
2018,1,28,17,6,Occupied
2018,2,10,17,2,Empty
2018,2,10,17,8,Empty
2018,2,10,19,27,Occupied
2018,2,10,19,43,Empty
2018,2,10,19,54,Occupied
2018,1,28,9,1,Empty
2018,1,28,11,33,Empty
2018,1,28,12,58,Empty
2018,1,28,13,4,Empty
2018,1,28,13,10,Empty
2018,2,12,17,15,Empty
2018,2,12,18,8,Empty
2018,2,7,0,26,Empty
2018,2,7,1,9,Empty
2018,2,7,3,19,Empty
2018,1,15,8,24,Empty
2018,1,14,23,27,Empty
2018,1,15,0,56,Empty
2018,2,15,11,23,Empty
2018,2,7,14,25,Empty
2018,2,13,0,8,Occupied
2018,2,13,2,13,Occupied
2018,1,21,19,14,Empty
2018,1,21,19,20,Empty
2018,1,21,19,38,Empty
2018,1,21,19,45,Empty
2018,1,21,21,53,Occupied
2018,1,21,22,17,Empty
2018,1,21,22,34,Empty
2018,1,21,23,11,Occupied
2018,1,22,0,7,Occupied
2018,2,8,15,25,Empty
2018,2,8,16,1,Empty
2018,2,7,6,45,Empty
2018,2,7,8,18,Empty
2018,2,14,12,55,Empty
2018,2,14,13,1,Empty
2018,1,12,13,44,Empty
2018,1,12,13,56,Empty
2018,1,12,14,8,Empty
2018,1,12,14,20,Empty
2018,1,12,15,42,Empty
2018,1,14,14,4,Empty
2018,2,7,4,33,Empty
2018,1,20,19,36,Occupied
2018,1,20,19,52,Occupied
2018,1,20,20,3,Empty
2018,1,20,20,9,Empty
2018,1,20,20,20,Occupied
2018,1,20,20,46,Occupied
2018,1,20,21,37,Occupied
2018,1,20,22,15,Occupied
2018,1,20,18,57,Occupied
2018,1,20,19,20,Occupied
2018,1,20,19,42,Occupied
2018,1,20,22,10,Occupied
2018,1,13,3,39,Empty
2018,1,13,3,59,Empty
2018,1,13,4,52,Empty
2018,1,13,5,51,Empty
2018,1,13,6,5,Empty
2018,1,13,6,18,Empty
2018,2,9,23,46,Occupied
2018,2,10,0,28,Occupied
2018,2,7,9,43,Empty
2018,2,16,9,22,Empty
2018,2,16,9,40,Empty
2018,1,30,3,2,Empty
2018,1,30,5,36,Empty
2018,1,23,9,18,Empty
2018,1,23,10,43,Empty
2018,1,23,10,49,Empty
2018,1,14,10,3,Empty
2018,1,14,10,21,Empty
2018,1,14,11,10,Empty
2018,1,14,12,40,Empty
2018,1,14,13,3,Empty
2018,1,19,11,36,Empty
2018,2,17,2,39,Empty
2018,2,17,3,16,Occupied
2018,2,10,10,53,Empty
2018,2,10,12,5,Empty
2018,2,10,12,11,Empty
2018,2,10,13,11,Empty
2018,2,10,13,59,Empty
2018,2,12,23,47,Occupied
2018,1,30,13,24,Occupied
2018,1,30,14,0,Empty
2018,1,5,11,35,Occupied
2018,1,5,13,15,Empty
